clade_name,14222000860,14222002214,14224007057,14230002867,14231003578,14243004165,14261008867,14265011111,14266010630,14267004596,14270006297,14275002567,14277001579,14277004053,14280000918,14280007449,14281004042,14281010506,14282006614,14294002223,14294008232,14295003788,14297006897,14297007222,14302008148,14305002017,14306003432,14311005496,14324005059,14324007652,14324011089,14325007894,14333003042,14336009506,14347003386,14364002390,15003000243,15004000359,15007005681,15013006888,15022002052,15022009124,15033005121,15042007560,15047003896,15053004744,15074001085,15075007377,15145002518,15150002251,15172000581,15183009449,15183011312,15202001672,15215011523,15249004285,15272010763,15283000569,15289004143,15292011308,15293011814,15303009944,15314012103,15315001587,15316011366,15318004439,15327002274,15334011102,15338008398,15338009826,15344004809,15344011012,15347000571,15351007633,15357009163,15361005421,15361005627,16025011001,16033004325,16035004712,16037008119,16066007541,16067010441,16074002883,16078009373,16078009942,16083004463,16090010825,16093001566,16112004607,16131011416,16137013172,16144010073,16154004217,16164004776,16182011162,16190004049,16222006583,16226000979,16227004893,16234005390,16245010913,01-S01,02-S01,03-S01,04-S01,05-S01,06-S01,07-S01,08-S01,09-S01,10-S01,11-S01,12-S01,13-S01,14-S01,15-S01,16-S01,17-S01,18-S01,19-S01,20-S01,CNTM_S1,CNTM_S10,CNTM_S11,CNTM_S12,CNTM_S13,CNTM_S14,CNTM_S15,CNTM_S16,CNTM_S17,CNTM_S18,CNTM_S19,CNTM_S2,CNTM_S20,CNTM_S21,CNTM_S22,CNTM_S23,CNTM_S24,CNTM_S25,CNTM_S26,CNTM_S27,CNTM_S28,CNTM_S29,CNTM_S3,CNTM_S30,CNTM_S31,CNTM_S32,CNTM_S33,CNTM_S34,CNTM_S35,CNTM_S36,CNTM_S37,CNTM_S38,CNTM_S39,CNTM_S4,CNTM_S40,CNTM_S41,CNTM_S42,CNTM_S43,CNTM_S44,CNTM_S45,CNTM_S46,CNTM_S47,CNTM_S48,CNTM_S49,CNTM_S5,CNTM_S50,CNTM_S51,CNTM_S52,CNTM_S53,CNTM_S54,CNTM_S55,CNTM_S56,CNTM_S57,CNTM_S58,CNTM_S59,CNTM_S6,CNTM_S60,CNTM_S61,CNTM_S62,CNTM_S63,CNTM_S64,CNTM_S65,CNTM_S66,CNTM_S67,CNTM_S68,CNTM_S69,CNTM_S7,CNTM_S70,CNTM_S71,CNTM_S72,CNTM_S73,CNTM_S74,CNTM_S75,CNTM_S76,CNTM_S77,CNTM_S78,CNTM_S79,CNTM_S8,CNTM_S80,CNTM_S81,CNTM_S82,CNTM_S83,CNTM_S84,CNTM_S85,CNTM_S86,CNTM_S9
k__Bacteria|p__Fusobacteria|c__Fusobacteriia,0,0,0,0,0,0,0,0,0,0,0,0,0,12.03838,0.36346,0,0,0,0.24861,0,0,0,0.73147,4.37646,0,0,0,3.55083,0,0,15.96511,0,3.41062,0,0,0,0,0,0.47223,0,1.55017,0,0,0,1.85272,0,0.00444,0.02052,0,0,0,0,0,0,0,13.99465,9.55601,0,0,3.31379,0,0,0,9.74893,0,0,0,0,0,1.50839,0,0.08228,0,0,0,0,0,0,0.17075,0,0,0.00434,0,0,0,0,1.66507,0,0.021,0,1.37597,4.7739,0,2.90586,0,0,0,2.42885,2.38049,0,0,0,2.5265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5572,0,0,0,0,0,0.00704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11679,0,0.09207,3.37998,0.03249,0,0,0,0,0,0,0,0,0.90038,0,0,0,0,0.0113,0,0,0,0,0,0,0,0,0,0.67291,0.64151,0,0,5.64513,0,0,0.18977,0,0,0.02126,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,0,0,0,0,0.64809,0.38451,0,0,0,0.01578,0.88185,0.26839,0.06352,1.28426,0.62976,0,0.72239,0,0,0,10.6473,0,0,0,0.53805,0,2.66278,0,0,0,0,0,0.09692,0.97164,2.71463,0.17912,0,0,0,0.00623,0,2.04867,0,3.11651,0.50753,0,1.63788,0,0,0,0,0,0.17396,1.87867,0,0.28726,0,0.37441,0,1.55499,0.09131,0,0,0.30228,0,0,0.2265,0.08215,0.06275,0,0,0.03296,0,0.28873,1.66279,0.07523,1.42013,0.67285,0,1.70581,0.66994,0,0,0.16981,0,0,0,0,0,0,0.63515,0.02266,0,0,0.54092,0.76461,0,0,2.34918,1.98782,0,0,1.55904,0.88451,0.61391,1.48316,0.14903,1.4281,0.40318,0,1.05325,0.85349,1.60593,0.28633,0.20065,0.79295,0.82568,1.1439,0.47563,0,0.56567,0.21962,0,0,0.12569,0,0.06592,0.72342,0.03414,0,3.29546,0,0.68406,0.39573,0,0,0,0,0,0,0.08994,0,0,0,0,0,0.68712,0,0,0,0,0.97558,0,1.10718,0,2.76765,0.44425,3.27697,0.17422,0,0,0,0.08933,0.82754,0,0,0,0.88689,0,0.38117,0.40287,0,0,0.38495,0.06822,0.67521,0.10845,0,3.0596,0.32338,0,0,0.39359,0,0,0.35302,0,0.06868,0.38574,0,0,0,0,0.30424,0,0,0.29466,0,0.39615,0.01303,0.22928,0,0.41499,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes,2.72788,0.39325,1.43523,0,1.27115,0.18897,0,0.13459,0.09457,1.2628,1.52953,6.4083,0.02826,2.5366,0.48642,0,0.00246,0.27003,6.95755,0,0,1.00866,9.42295,22.85137,1.26468,6.55936,0,12.24493,0.90045,0,5.74104,1.13469,1.0227,2.96738,0.67557,1.23598,4.71197,0,11.49788,0.00185,0,0.97188,0.87865,14.14574,0.49598,7.1038,5.10639,2.34522,0,6.41026,0,0,0.08711,0.92121,1.22445,1.42013,0.7644,0,1.29232,5.43319,0.10583,0.08789,0.25764,1.28846,28.07453,0,0.73629,0,1.27557,4.33456,0,2.16001,6.69193,0.02631,0.8828,0.24455,5.91398,2.76312,1.57534,1.038,1.24378,0.61982,0,0.63115,0.11477,0.87515,2.61917,3.59261,1.4826,0.02667,4.48271,0.14692,4.00036,4.66558,7.52759,0.00025,0,3.2248,17.81844,0.8364,0.12334,0.13505,0.93679,1.04525,1.45234,0.48183,0.3968,1.64518,0.54711,0.71328,1.00955,0.89119,0.95603,1.41376,1.38935,0.5553,0.35255,0.55294,0.39542,2.10545,0.42436,0.63176,4.10258,0,0,3.41792,13.77549,2.27399,0.31452,0.21873,0,0.11104,11.38042,2.37495,3.89836,1.22837,6.52494,0,0.33641,0.37647,1.91632,0.93185,0.61088,1.26617,1.90507,0.32056,0.64467,0,0.13121,0,1.71279,1.82914,0.75918,0,0,2.95515,20.22243,7.28181,10.79455,0.57083,2.39237,10.16907,0.77701,0.68822,0.85632,0,1.5679,0,1.62144,0,0,0.01509,0.1284,5.55895,0.01389,0.02939,1.51577,0.12944,1.38797,2.40015,0.07705,0.20698,7.33505,0,0,0.07765,35.37441,0.10023,1.32922,0.94494,1.42108,0,0,3.41958,0,0,0.52175,2.51671,0.53863,7.06752,0.28422,4.67042,6.93143,0,1.35578,1.46701,0.04793,3.5873
k__Bacteria|p__Actinobacteria|c__Actinobacteria,0.043,0,0.01322,0.05598,0.11121,0.07615,0,0,0.00064,0.9846,6.51298,0.04304,0.74729,0.16902,0.38445,0,0,0.06034,22.76735,0,0.29191,0.02296,0.54641,0.55822,0.417,0.00891,9.58057,2.48002,0.68056,0,0.00764,0.02377,3.26816,0.01623,0.15612,0,13.5897,2.20565,0,0,0.02607,0.17961,0.00269,1.07924,0.09345,0.46237,0.6214,0.16056,0,0.27409,1.84117,2.73389,5.65161,0,0,0.38378,0.15889,1.39766,0.14706,0.228,5.78295,0,0,0.94054,0.05976,0.01306,0.10217,0,0.61071,0,0.02282,0.04207,12.35802,0.14658,0.27678,0.05098,0.55531,5.62859,1.12208,1.04533,0.41082,0.2028,0.63162,0.76817,0.23317,0,0.41984,0,0,0.17906,0.02511,0.1392,0.40136,1.63342,16.90829,0.00879,0.00144,0.34239,0.07163,0,0.33109,0.16606,0.73086,3.10296,0.50019,0.75256,0.84947,0.86483,1.91468,0,0.07803,0,0,0.28984,0,0.56937,1.25829,0.01668,0.09228,0.19443,0.39384,0.00056,0,0,1.32192,0.1318,0.00431,0.12174,1.12546,0.91525,1.71293,0.02883,0,0.42398,20.62593,7.94169,0.00843,0.00702,0.11594,0.6884,0.57211,0.97616,0.19389,0.76756,0,0,0,3.79161,0.65188,0,0,0.024,4.12574,0.11005,0.16369,0,0.14226,3.84776,0.05648,0.03281,0,0,3.33036,0,0,0,0,0.16539,6.27505,0,0.00524,0.06546,1.17019,1.15605,0.02613,0.10301,13.00712,0.54441,0.29845,1.08356,0,0.43367,0,0,5.20175,1.45886,0,4.63784,6.22721,1.49803,0.01936,0.03015,0,0.60163,0.63649,0.11871,0.15848,0.04009,0.09816,0,0.01114,0.19834,0.43629,0,0.00534,0.541,0.00474,4.98412
k__Bacteria|p__Firmicutes|c__Erysipelotrichia,5.9865,1.8778,0.17579,7.75839,5.59859,0,0.45935,5.24424,8.16673,6.97478,1.69805,3.88042,0.87275,0.16958,2.74808,7.18118,6.15031,9.92558,8.93031,0.84255,0,0,13.6966,0.26237,2.14239,2.89999,2.78582,2.39682,0,1.01431,4.38119,0.8069,8.46772,2.18162,1.38608,7.98836,0.10201,17.69954,1.09079,0.00697,22.25774,0.01245,28.45583,0.51234,0.44851,3.82045,1.21245,2.12469,0.02461,0.05497,3.90312,5.94194,3.13001,2.74806,10.60786,3.75923,1.76109,2.70737,1.72521,4.53898,0.22991,3.16816,0.13476,0.96177,15.8335,0,3.59172,2.16923,2.15616,2.39053,0.41748,1.03599,6.64467,0.20409,0.04955,24.24787,1.60454,1.55759,2.0078,1.14464,6.81799,16.46573,0.01283,4.72377,0,4.32879,15.23365,0,1.47412,0.16449,6.47969,2.19153,5.34558,0.85493,0.74263,4.26123,0.78708,3.67022,1.02541,11.45787,8.99117,6.32602,0.46963,0.17615,0.23928,0.3848,0.47344,1.1294,0.20554,1.51615,0.50075,0.13164,0.09865,0,3.45748,0.42851,0.11455,0.86209,0.09856,2.70233,0.76598,0.70606,5.46368,3.37221,9.519,0.87358,7.10231,0.9383,2.92058,10.547,3.91554,1.60185,0.29461,1.30611,2.93365,1.66884,16.77096,0.57338,1.58787,7.16823,0.47414,0.51535,3.40026,1.82281,2.24535,0,0.55207,0.60106,0.24684,0.75094,2.69478,2.27106,2.57169,2.25803,5.28236,6.7811,4.3232,14.86102,0.14303,0,9.55332,0.18266,1.57694,15.00347,0,1.03243,3.0643,3.64259,2.53952,2.50471,5.15245,6.17546,20.87175,6.32776,0.87243,0.15306,0.7177,1.52708,5.33563,2.51569,5.0715,2.89144,18.41822,1.80585,3.77808,1.55326,0.531,10.67846,1.22213,2.01106,0.55463,14.68614,0,9.01115,0.27793,0,13.26717,2.73795,4.7033,2.16259,2.32148,6.50293,0.59047,3.03956,7.40876,0.45363,5.25277,5.23889
k__Bacteria|p__Firmicutes|c__CFGB1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21986,0,0,0,0,0,0,0,0,0,0,1.4432,0,0,0,0,0,0,0,0,1.83182,0,0,0,0,0,0,0.05689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45573,0,0.22729,1.77847,0,0,1.05793,0,0,0.4018,0,0,0,0,0.40852,0,0,0,0,0.62112,0,0,0,0,0,0,0,0,0,0,0,1.62249,0,0,0,0,0,0,0,0,0,0,0.90159,0,1.10024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22171,0,0,0.00246,0,0,0,0,0,0,0,0,0,0,0,0,0.09446,0,0,0,0,0,0,0,0,0,0.11362,0
k__Bacteria|p__Firmicutes|c__Bacilli,0.47986,0,8.17373,4.68966,0.08816,17.86033,37.34901,0.14465,0.10945,1.66629,1.04154,19.249,8.92622,0.09071,1.88428,14.19309,33.66837,22.22032,38.80258,26.41557,88.76724,78.84887,2.86058,9.22591,1.4089,0.09649,29.39417,4.51745,97.99512,32.13174,22.36172,0,10.73443,1.53546,45.49404,0.04106,80.61473,0.0807,0.85935,31.9984,5.01478,0.30711,2.41285,18.94173,50.44716,6.51108,7.10396,0.04006,55.24412,6.50259,8.54664,61.62577,15.34315,2.39397,0.00417,6.01766,0.31982,22.95778,4.19764,2.13001,14.93102,4.40332,67.2854,0.22201,30.9795,15.2496,0.08502,41.38106,2.05306,2.68368,2.25145,2.64734,9.80216,0.23756,8.74888,0.51288,0.41027,3.57918,7.44131,4.89091,6.62069,10.96362,76.97824,0.68984,99.2503,0.68415,1.94837,0.00123,0,96.359,0.44253,2.6486,2.41633,8.34697,0.31701,2.72507,5.56668,0.09927,12.98193,27.59845,17.27133,0.23999,0.35471,0.00728,0.02812,0.03602,4.00039,0.01029,4.08547,1.01806,1.8677,0,0.02353,0,0.2009,0.09947,0.85576,0.0109,0.13413,9.29461,0.02708,2.65075,29.90397,0.56515,18.70003,95.51357,12.20438,1.05595,0.20548,27.51248,80.59574,2.34473,0.05606,3.55077,14.42247,62.20127,0.11457,0.30471,19.75234,8.31315,57.62352,10.51623,1.47714,45.89012,1.33839,60.76122,0.26027,31.56377,34.07218,10.55899,0.02211,2.92603,18.74609,3.99783,4.58075,0.00751,28.0523,4.01426,0.09211,5.3229,0.40699,21.59047,3.27255,0.33063,3.23666,37.338,24.23828,20.92332,18.81519,11.32651,0.14005,0.37248,21.85816,3.10838,3.57042,1.83279,6.53397,13.23145,0.10235,8.95816,0.06444,0.78502,1.40729,0.05284,18.88643,6.66912,30.48548,18.77171,2.08751,0.88434,0.60386,0.23685,0,6.29839,48.37565,44.66646,4.66583,8.82789,1.95919,0.30529,1.21923,1.82737,8.91623,6.09887,0,23.84746,3.59708,11.83935
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,0.9717,0,0,0,0.35062,0.16321,0,0,0,0,0.53887,0,0.23364,1.6803,0.73882,0,0,0,0.73433,0,0,0,0.0497,0,0.44314,0.69741,0,0,0,0,0.15885,0.19984,0.26084,0.39677,0,0.85315,0,0,0.90679,0,0,0.44685,0,0,0.33786,0,0,0.65254,0,0.54481,0,0,0.40326,0.46339,0,0.1883,0,0,0.18065,0,0,0,0.3007,1.20014,0,0,0.26006,0,0.29537,0,0,0.25372,0,0.02868,0.26278,0,0.17606,0,0,0,0,0,0,0.00457,0,0,0,0,0.33192,0,0,0.01423,0,0.36386,0,0,0.20455,0,0,0,0.10882,0.14024,0.23009,0.13576,0,0.20714,0.05842,0.09395,0.03581,0,0.11712,0,0.25776,0.08208,0.18864,0.277,0.21344,0.1995,0,0.13984,0.2201,0.18695,0,0,0,0,0.08027,0,0.32953,0.0143,0,0,0,0.5106,0,0.28922,0,0,0.48254,0,0.23771,0.78071,0,0,0,0,0.10442,0,0,0,0.57596,0.36794,0,0,0,0.50518,0,0.00089,1.33174,0,0,0,0.21089,0,0,0,0,0,0,0.25347,0,0,0,0,0.19153,0,1.42547,0.72404,0,0,0,0,0.38193,0,0,0.14488,0,0.16484,0,0,0,0,0,0,0,0,0.65247,0,0,0,0.93322,0,0,0,0,0,0,0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,0,0,0,0,20.62233,0.10095,0,0,0,0,0,28.6046,6.40553,0,0,0,0,0,0,0,0.03948,0,0,0.01247,0.91344,0,0.04224,0,0,0,0,18.47006,0,0,0.84973,8.46817,0,0,0.81403,0,0,13.63416,0,0,0,0,0,6.93927,0,1.49288,1.11257,0.29509,0,7.91236,0,1.02511,0,0,0,0,0.49032,3.97387,0,0,0,0,4.92401,0,3.64314,0,0,0,0,14.35109,0.42738,0,0,1.32678,0,0,0,43.54391,0,49.74279,0,1.20282,0,0,0,0.13301,0,16.39603,0,4.96978,0,0,3.39935,0,0,2.32226,1.35727,0,0.14838,0,0,0,0.00441,0,0.36059,0,1.60938,0,0.06254,0.38491,0,0.05266,0.43003,0.52714,0.34289,0,0,0.75388,0,31.64286,0,0,0,6.91358,0.07166,2.02579,0,0,0.35368,0.03545,0.36522,0,47.90953,0,0.82339,0,0,2.43248,0,0,16.15799,0,3.05212,0,0.53076,0,2.69695,4.12588,0,0,22.43205,0,0,0,41.81707,0,0,0,4.38425,0,0,0,0,0,0.73935,11.28918,0,0,0,8.21568,0,0,23.85165,32.14139,0,10.07233,0.48962,0,0,15.71983,0,0,0,0.03119,0,0.26008,26.49246,38.2736,0,0,0.26864,0,3.21355,0,0,2.84655,0,0.12864,0.76741,0,0,0,3.71532,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,0.01371,36.05601,0,0,1.86622,0,0,0,0,0.58563,11.30309,3.63372,21.07319,7.03568,0.19774,1.0254,0,0,8.77256,26.28942,0,0.0988,10.34532,0.08749,2.43445,9.84767,0,2.40495,0,0,0.67169,0.58273,3.4911,0.22501,0,21.80025,0.34778,1.42228,1.71676,0,0,3.98747,3.19819,0,0.15154,0.38204,3.17622,5.74832,0.24819,1.89641,0.38466,0.36212,0.00407,0,0.6105,1.17856,0,1.11017,1.57289,2.43974,0,1.35744,0.12001,12.96498,5.24497,0,0.04773,0,25.15728,0,0,16.75544,28.06548,0,0,0.37596,5.57112,0,0.4264,1.23745,0,5.08008,0,0,0.15043,0.07405,0.10786,0,4.7202,0.06344,0.93141,13.04942,0,0,3.15812,0,17.74946,10.55931,0,0,0.01257,5.37815,0.10959,0,0,0,0.02924,0.08642,0.91914,0,0,0,1.29286,0,0.0633,0,0.01138,0,0.55992,0,0.07202,0,0.1151,0,0,0,19.64756,0,0.06309,0.49872,0.07985,0,0,0.44122,0.09808,6.16495,0,0,6.33589,0,0,2.21932,0.78733,1.46081,0.00512,0,0.18842,0,0,0,0,0.66843,0.0829,0,0.05408,0,0.18701,42.04673,0,0,25.6704,5.7688,0.43913,0.51813,0,0,0.12084,0,0,0,0,2.01108,2.45886,0.79602,0,0,5.66766,13.57846,0,72.67274,0,0,0.7965,0,0,0,8.95493,1.20543,0,0,6.89553,0,0,5.73983,0,0,1.35824,0,0,0,0,0,2.5455,0,0.50082,0,0,2.65493
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10456,0,0.40693,0,0,0,0.1229,0,1.86491,0,0,1.08249,0.1545,0.02695,0,0,0,2.71936,0,0.64352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55474,0,0,0,0,0,0,0.02982,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia,1.70734,1.39995,0.4555,1.67845,0.48092,0.16825,0,0,0.25873,1.31356,5.1023,0.21624,0.2004,1.42634,1.83375,0.15657,0.43954,0.57732,0.27059,0,0,0,1.58206,1.82283,0.68336,1.08073,0.07584,0,0,0.36647,0.30787,1.57296,0.05821,1.16415,0.09471,0.00476,0.12807,0.78445,1.44804,0.06469,0.99677,0.30724,1.70543,0.54029,1.26045,1.04809,0.35178,0.86972,0.25884,4.33847,0.32529,0.09854,10.65056,0.00594,0.49952,0.7118,2.33572,0.5375,1.22486,0.00719,0.14372,0.28053,1.12111,0.67799,0,0.013,2.12437,0.86705,0.39667,0.26556,0.36863,2.5565,0,0.24593,0.23354,0,0.19699,2.43771,2.12794,4.72381,3.16231,1.82486,2.11686,1.22866,0,0.8391,0.56728,0.03607,0.91219,0.14041,0.69612,0.62599,2.07497,4.11947,3.90371,0,0.42626,0.1958,0,0,0.43785,1.06774,0.03585,0.44302,0.10478,1.03288,0.71297,0.38259,0.25005,0.20213,0.11574,0.04192,0.09961,0.04529,0.94727,0.58418,0.27066,0.34464,0.03929,0.97907,0.08053,0.30935,0,0.67904,1.36806,0,0,4.67681,3.78687,4.03504,1.40035,1.10575,0.59038,1.99538,0.04473,1.14228,1.76309,0.35258,1.11444,6.99959,0.67285,1.86523,3.49939,0,2.44936,0.06066,0.57158,0,0.00538,0,2.03707,0.38808,2.41338,0,1.72788,0,0,3.02411,1.18932,0,2.09145,0.00978,2.37712,0,0,0,0,0.57195,6.33161,0,0.63058,4.11891,0,0.97825,1.06985,0.02591,6.29331,1.15573,0.65881,0.05721,6.09213,0.19452,0.01117,2.9641,0.26248,1.08788,0.00897,0.87517,8.12815,8.20817,0.39223,0.43178,0,2.23831,0.65799,0.02339,3.15656,0,1.0546,1.41791,2.61459,1.28964,1.25216,0,0.01909,0.48007,0.64046,0.88758
k__Bacteria|p__Firmicutes|c__CFGB14246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04332,0,0,0,0,0,0,0.00204,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales,51.84987,27.19472,84.47293,65.40195,42.93719,80.98654,60.75046,58.43953,44.28678,37.30746,36.42477,3.96376,8.05894,46.13656,61.62655,73.6849,41.39674,26.80867,2.34719,0,0,2.04471,0,49.06461,34.47716,0.11776,43.50387,37.37665,0,62.1345,40.88022,38.26554,5.99432,43.93445,17.81887,48.88187,0.01597,21.75786,33.21543,66.94509,54.40229,47.53888,3.14863,37.43847,18.55373,45.40485,57.11498,46.08012,41.43299,43.4077,33.00376,0,6.36766,73.8466,33.76104,36.30289,44.29077,31.52205,48.91415,57.96764,33.18692,0.55896,8.9966,56.20508,0,71.69249,59.87922,45.63511,33.41541,64.99966,91.66483,34.49556,0.25298,55.96792,77.09021,47.42322,51.12106,37.25318,40.26724,51.7575,39.52334,0.10928,7.94475,24.7438,0,67.33146,58.37909,94.70523,54.71539,1.09097,55.82151,42.11126,49.41893,60.63315,42.32952,65.98578,53.92934,59.472,58.33147,28.91149,32.86752,55.61473,79.22243,62.42992,72.26294,41.30456,20.84822,64.33104,36.59139,61.06652,42.76637,59.36508,54.61297,55.44442,37.17819,56.20983,39.07027,41.36459,33.28185,29.75712,67.4962,24.34008,60.3352,31.87505,40.0378,0,40.22233,34.25177,24.17651,18.34058,4.79697,36.2907,67.05889,37.78948,10.05447,0.07884,4.59076,79.65278,37.153,37.08291,5.13267,32.30538,22.14865,0,37.28057,0,44.5467,61.95249,51.79979,88.69007,41.92971,41.74852,8.56519,41.85743,17.64049,58.56615,44.91183,10.40381,28.3153,76.43001,30.04375,54.67736,14.27429,73.30571,95.90703,61.62958,69.25198,43.95741,30.05965,71.27899,33.63964,16.74769,12.33007,10.86866,29.9312,87.30166,29.64909,17.21243,53.9899,0,20.87171,75.49789,52.85778,64.30826,53.77781,29.3975,13.75717,23.71849,15.46174,43.99694,55.88291,28.17181,100,11.85347,0,0,40.12887,21.82168,19.3419,10.72839,18.22384,17.61334,26.40686,90.86157,64.96392,44.31179,34.84269,23.72466
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales,33.90819,31.87061,5.21808,19.99275,24.83259,0.05656,1.40076,35.80509,42.40704,46.37092,32.95005,31.90257,46.77857,26.63851,28.56269,3.63236,16.15517,36.78122,8.18245,46.30538,0,12.52546,60.73794,7.72905,34.66053,78.69168,11.59581,31.65733,0.42387,3.03401,8.84227,33.50626,62.12739,41.55361,30.26474,7.60728,0.38653,54.53164,47.56072,0.06534,15.75218,30.16848,57.75527,23.6624,25.74772,30.34976,23.5225,31.63629,2.79125,34.53871,50.59831,28.59766,56.56622,8.58726,52.84086,28.82838,38.57289,36.94165,38.01728,22.29835,44.9171,77.65012,21.67084,15.44353,19.80464,13.01938,21.35481,8.858,29.60543,23.7162,5.27478,38.49919,35.70668,27.5079,9.7039,26.9942,32.87758,34.04675,44.6956,28.85378,39.40658,21.14072,10.81985,14.54643,0.19767,20.77302,18.96467,1.66487,34.21284,1.67867,25.78116,16.74881,27.2515,9.67319,24.55842,26.08768,17.92795,18.859,4.8677,26.38026,37.01967,29.09523,12.44878,27.9337,22.06252,48.77818,49.55922,29.62308,46.4088,30.73148,37.02781,37.99216,39.40905,27.20908,35.86085,37.08411,50.33414,38.65612,59.73483,24.59483,28.40846,53.32977,0.02446,31.86568,26.43015,0,6.88003,48.51391,59.24926,16.86409,3.82472,40.31934,19.48278,46.29911,45.26244,18.63613,21.81421,19.05865,31.04127,36.80619,27.29087,45.38785,67.04195,47.35488,37.46214,0,42.25194,2.09107,12.56197,0,42.85917,36.33662,60.0372,50.66949,35.06163,21.38025,1.71672,10.21428,14.46563,17.56704,29.25916,3.66879,63.82192,9.22848,0,0,1.48996,25.99477,30.05939,1.13181,46.53809,67.93611,32.21579,56.17346,59.76718,9.87897,10.27818,18.58481,34.79934,1.88217,57.58847,16.16391,9.78813,13.56948,18.04974,54.86286,8.99084,32.95975,65.01851,34.39995,2.09281,14.76975,0,56.81387,49.67536,55.19143,27.10303,63.78583,64.5678,69.60436,62.54394,60.53901,50.69465,0,14.68717,28.65097,51.08838,47.06077
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales,0,0,0,0,0,0,0,0,0,0,0,0,0,12.03838,0.36346,0,0,0,0.24861,0,0,0,0.73147,4.37646,0,0,0,3.55083,0,0,15.96511,0,3.41062,0,0,0,0,0,0.47223,0,1.55017,0,0,0,1.85272,0,0.00444,0.02052,0,0,0,0,0,0,0,13.99465,9.55601,0,0,3.31379,0,0,0,9.74893,0,0,0,0,0,1.50839,0,0.08228,0,0,0,0,0,0,0.17075,0,0,0.00434,0,0,0,0,1.66507,0,0.021,0,1.37597,4.7739,0,2.90586,0,0,0,2.42885,2.38049,0,0,0,2.5265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5572,0,0,0,0,0,0.00704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11679,0,0.09207,3.37998,0.03249,0,0,0,0,0,0,0,0,0.90038,0,0,0,0,0.0113,0,0,0,0,0,0,0,0,0,0.67291,0.64151,0,0,5.64513,0,0,0.18977,0,0,0.02126,0,0,0,0,0,0,0,0,0,0,0
